where	who	kind	form	gloss
(619)	Nuxalk	cited form	psx	'train, educate sb'
(620)	Nuxalk	cited form	pis:pis	'train, educate sb'
(621)	Nuxalk	cited form	puk‟ʷs	'Sasquatch, an ape-like creature'
(621)	NW	cited form	bk‟ʷs	the North Wakashan cognate of puk‟ʷs
(621)	NW	root	√bkʷ	the North Wakashan root of bk‟ʷs
(622)	Nuxalk	cited form	p‟ɬa	'wink, blink'
(622)	NW	root	√p‟ɬ	the North Wakashan cognate of p‟ɬa
(623)	Nuxalk	cited form	p‟s	'bend'
(623)	NW	root	√p‟s	the North Wakashan cognate of p‟s
(624)	Nuxalk	root	√qaɬ	'attached to'
(624)	NW	root	√ɢaƛ	'to gaff, hook', the North Wakashan cognate of √qaɬ
(625)	Nuxalk	cited form	qaɬayu	'gaff, hook'
(626)	Nuxalk	cited form	qama	'granny, hypocoristic'
(626)	NW	root	√ɢa	the North Wakashan cognate of qama
(626)	NW	cited form	ɢaɢm	'grandparent', the variant North Wakashan cognate of qama
(627)	Nuxalk	cited form	qayt	'hat'
(627)	Haisla	cited form	qait	the Haisla cognate of qayt
(628)	Nuxalk	cited form	qinχ	'shoe'
(628)	NW	root	√qnχ	the North Wakashan cognate of qinχ
(629)	Nuxalk	cited form	qlxʷ-ila	'mix food with grease'
(629)	NW	root	√qlxʷ	the North Wakashan cognate of qlxʷ-ila
(630)	Nuxalk	cited form	qp-i	'thin, narrow'
(630)	NW	root	√p(a)q	'flat', the North Wakashan cognate of qp-i
(631)	Nuxalk	cited form	qc‟us	'rack for drying food'
(631)	Nuxalk	cited form	χc‟us	'rack for drying food', the variant
(631)	Heiltsuk	cited form	qc‟ús	the Heiltsuk cognate of qc‟us
(631)	Heiltsuk	root	√qs	the Heiltsuk root of qc‟ús
(632)	Nuxalk	cited form	qʷuna	'thumb'
(632)	NW	cited form	qʷuna	the North Wakashan cognate of qʷuna
(633)	Nuxalk	cited form	qʷaniɬ	'wooden spoon'
(633)	Heiltsuk	cited form	ɢʷání	'ladle made of goat horn', the Heiltsuk cognate of qʷaniɬ
(633)	Heiltsuk	root	√ɢʷa(x)	the Heiltsuk root of ɢʷání
(634)	Nuxalk	cited form	qʷilac	'crush, bruise'
(634)	NW	root	√qʷiɬ	the North Wakashan cognate of qʷilac
(635)	Nuxalk	root	√q‟ʷs	'leak, ooze, flood'
(635)	Heiltsuk	root	√q‟ʷs	'drizzle', the Heiltsuk and Oowekyala cognate of √q‟ʷs
(636)	Nuxalk	cited form	q‟atm	'chisel'
(636)	NW	root	√q‟at	'cut with a chisel', the North Wakashan cognate of q‟atm
(637)	Nuxalk	cited form	q‟ay	'poor, pitiful'
(637)	Heiltsuk	cited form	q‟í	the Heiltsuk cognate of q‟ay
(637)	Haisla	cited form	q‟ai	the Haisla cognate of q‟ay
(638)	Nuxalk	cited form	q‟inakʷliɬ	'droning cry'
(638)	Heiltsuk	cited form	q‟inákʷlá	'increase in number gradually', compared with q‟inakʷliɬ
(638)	Heiltsuk	root	√q‟i	'much, many', the Heiltsuk root of q‟inákʷlá
(639)	Nuxalk	cited form	q‟lum	'go up, climb'
(639)	Haisla	root	√q‟l	'dangle, be suspended', the Haisla cognate of q‟lum
(639)	Haisla	cited form	q‟lip…	'climb', the Haisla form built on √q‟l
(640)	Nuxalk	root	√q‟nɬa	'vexed, irritated'
(640)	Haisla	cited form	q‟	'react angrily', the first piece of the Haisla cognate of √q‟nɬa
(640)	Haisla	cited form	ƛa	the second piece the extraction leaves of the Haisla cognate of √q‟nɬa
(641)	Nuxalk	cited form	q‟pst	'taste'
(641)	NW	root	√p‟q	the North Wakashan cognate of q‟pst
(642)	Nuxalk	cited form	q‟ʷumsxiwa	'whiteman'
(642)	Haisla	cited form	q‟ʷm	the first piece of the Haisla cognate of q‟ʷumsxiwa
(642)	Haisla	cited form	ksiwa	the second piece the extraction leaves of the Haisla cognate
(642)	Haisla	root	√q‟ʷm	the Haisla root of the cognate of q‟ʷumsxiwa
(643)	Nuxalk	cited form	saxʷa	'dipnet'
(643)	Haisla	cited form	sàxʷa	'use dipnet', the Haisla cognate of saxʷa
(643)	Haisla	root	√saxʷ	the Haisla root of sàxʷa
(644)	Nuxalk	cited form	saqʷ-aak-sta	'axe made of sqwalst'
(644)	NW	root	√saqʷ	'chafe, peel', the North Wakashan cognate of saqʷ-aak-sta
(645)	Nuxalk	cited form	sa:sa	'suckling'
(645)	Haisla	cited form	sàsm	'children', the Haisla cognate of sa:sa
(645)	Haisla	root	√sas	the Haisla root of sàsm
(646)	Nuxalk	cited form	sisyuɬ	'mythological double-headed serpent'
(646)	Heiltsuk	cited form	sísíuɬ	the Heiltsuk cognate of sisyuɬ
(646)	Heiltsuk	root	√sis	the Heiltsuk root of sísíuɬ
(647)	Nuxalk	cited form	sni:niq‟	'mythical ape-like creature'
(647)	Oowekyala	cited form	ʒunuq‟ʷa	the Oowekyala and Kwak̓wala cognate of sni:niq‟
(647)	Oowekyala	root	ʒuqʷ	the root of ʒunuq‟ʷa
(648)	Nuxalk	cited form	s-χiiɬla	'boastful song'
(648)	Kwak̓wala	cited form	χiƛla	'shout', the Kwak̓wala cognate of s-χiiɬla
(648)	Kwak̓wala	root	√χiƛ	the Kwak̓wala root of χiƛla
(649)	Nuxalk	cited form	s-χʷat	'sphere, globe, bulb'
(649)	Kwak̓wala	root	√χʷat	'testicle', the Kwak̓wala cognate of s-χʷat
(650)	Nuxalk	root	√nu-sχʷat-aaχ	'reluctant, lazy'
(651)	Nuxalk	cited form	tas	'poke, bump, hit'
(651)	NW	root	√ts	'push', the North Wakashan cognate of tas
(652)	Nuxalk	cited form	tiiɬ	'bait a line or trap'
(652)	NW	root	√tiɬ	the North Wakashan cognate of tiiɬ
(653)	Nuxalk	cited form	tiiχʷ	'hit with a hammer'
(653)	NW	root	√diqʷ	'drive in piles', the North Wakashan cognate of tiiχʷ
(654)	Nuxalk	cited form	ƛ‟akʷani	'elbow'
(654)	NW	root	√ƛ‟akʷ	the North Wakashan cognate of ƛ‟akʷani
(655)	Nuxalk	cited form	ƛ‟aʔlaya	'beads'
(655)	Nuxalk	cited form	ƛ‟aʔyala	'beads', the variant
(655)	Heiltsuk	cited form	ƛ‟áy‟álá	the Heiltsuk cognate of ƛ‟aʔlaya
(655)	Heiltsuk	root	√ƛ‟i‟	the Heiltsuk root of ƛ‟áy‟álá
(656)	Nuxalk	cited form	ƛ‟ina	'eulachon grease'
(656)	NW	root	√ƛ‟in‟	the North Wakashan cognate of ƛ‟ina
(657)	Nuxalk	cited form	ƛ‟p-an-ta	'head of penis'
(657)	NW	root	√ƛ‟ip	'roll up foreskin', the North Wakashan cognate of ƛ‟p-an-ta
(658)	Nuxalk	root	√ƛ‟χʷi	'break sth off'
(658)	Kwak̓wala	root	√ƛ‟qʷ	'break off sticks', the Kwak̓wala cognate of √ƛ‟χʷi
(659)	Nuxalk	cited form	tmkʷa	'cured salmon roe'
(659)	NW	root	√tmkʷ	'to eat ...', the North Wakashan cognate of tmkʷa
(660)	Nuxalk	cited form	caaχa	'chase out'
(660)	Nuxalk	root	√caaχn	'chase out', the root
(660)	NW	root	√caq	the North Wakashan cognate of caaχa
(661)	Nuxalk	cited form	can	'harpoon'
(661)	Haisla	cited form	ʒan	'seal harpoon', the Haisla cognate of can
(661)	Haisla	root	√ʒa	the Haisla root of ʒan
(662)	Nuxalk	cited form	ca:caʔyayu	'shotgun pellets'
(662)	Nuxalk	root	√ca:caʔyaw	'shotgun pellets', the root
(662)	Oowekyala	cited form	cacay‟ayu	the Oowekyala cognate of ca:caʔyayu
(662)	Oowekyala	root	√ci	the Oowekyala root of cacay‟ayu
(663)	Nuxalk	cited form	cup	'pound cedar bark to soften it, make a plug'
(663)	NW	root	√ʒup	'plug with soft material', the North Wakashan cognate of cup
(664)	Nuxalk	cited form	c‟awikaɬ	'long snowshoes'
(664)	Haisla	cited form	c‟àw‟ikaɬ	the Haisla cognate of c‟awikaɬ
(664)	Haisla	root	√c‟aw‟ik	the Haisla root of c‟àw‟ikaɬ
(665)	Nuxalk	cited form	c‟x-m	'to drip'
(665)	Kwak̓wala	root	√c‟xʷ	the Kwak̓wala cognate of c‟x-m
(666)	Nuxalk	cited form	c‟ikm	'dirty'
(666)	Haisla	root	√c‟ik	the Haisla cognate of c‟ikm
(667)	Nuxalk	cited form	c‟ima	'guts, intestines'
(667)	Nuxalk	root	√c‟imn	'guts, intestines', the root
(667)	Haisla	cited form	c‟im	the Haisla cognate of c‟ima
(667)	Haisla	root	√c‟s	the Haisla root of c‟im
(668)	Nuxalk	cited form	c‟la	'basket'
(668)	Nuxalk	root	√c‟ln	'basket', the root
(668)	Oowekyala	cited form	c‟la	the Oowekyala and Haisla cognate of c‟la
(669)	Nuxalk	cited form	c‟m	'forefinger'
(669)	NW	root	√c‟m	the North Wakashan cognate of c‟m
(670)	Nuxalk	cited form	c‟mtaaq	'smoked eulachons'
(670)	Oowekyala	cited form	c‟mdaq	the Oowekyala and Kwak̓wala cognate of c‟mtaaq
(670)	Oowekyala	root	√c‟mt	the root of c‟mdaq
(671)	Nuxalk	cited form	c‟up‟akt	'glove, mitten'
(671)	Oowekyala	cited form	c‟up‟ax	the Oowekyala and Kwak̓wala cognate of c‟up‟akt
(671)	Oowekyala	root	√c‟up	the root of c‟up‟ax
(672)	Nuxalk	cited form	c‟ya-wɬ	'sack made of sealion's bladder'
(672)	Haisla	cited form	c‟iàla	'use bucket or dipper', the Haisla cognate of c‟ya-wɬ
(672)	Haisla	root	√c‟i	the Haisla root of c‟iàla
(673)	Nuxalk	root	√tup	'bubbles, specks'
(673)	NW	root	√tup	'speck, dot', the North Wakashan cognate of √tup
(674)	Nuxalk	cited form	t‟kʷi	'chipped'
(674)	NW	root	√t‟kʷ	'scrape, scratch', the North Wakashan cognate of t‟kʷi
(675)	Nuxalk	cited form	t‟n(-)iiχʷ-uɬ	'tumpline'
(676)	Nuxalk	cited form	t‟s	'salty'
(676)	NW	root	√t‟ys	'stone', the North Wakashan cognate of t‟s
(677)	Nuxalk	cited form	t‟c	'knock on, strike and break'
(677)	NW	root	√t‟s	'pound, crack', the North Wakashan cognate of t‟c
(678)	Nuxalk	cited form	ʔu-nikʷ	'towards the west'
(678)	Nuxalk	cited form	ʔu-n:nikʷ	'towards the west', the variant
(678)	Oowekyala	cited form	nikʷ	'night', the Oowekyala cognate of ʔu-nikʷ
(679)	Nuxalk	cited form	ʔu:q‟ʷuuni	'throat'
(679)	Haisla	cited form	q‟ùq‟ʷn‟i	the Haisla cognate of ʔu:q‟ʷuuni
(679)	Haisla	root	√q‟u	the Haisla root of q‟ùq‟ʷn‟i
(680)	Nuxalk	cited form	waχcya	'cape, garment; corona around moon'
(680)	Heiltsuk	cited form	waχʷsíwá	'cape, poncho', the Heiltsuk cognate of waχcya
(680)	Heiltsuk	root	√waqʷ	the Heiltsuk root of waχʷsíwá
(681)	Nuxalk	cited form	way	'well!, okay!, now then!'
(681)	Nuxalk	cited form	wii	'well!, okay!, now then!', the variant
(681)	NW	root	√wi	the North Wakashan cognate of way
(682)	Nuxalk	cited form	win	'wage war against'
(682)	NW	root	√win	the North Wakashan cognate of win
(683)	Nuxalk	root	√win	'poke, skewer'
(683)	NW	root	√wn	'penetrate, drill, bore hole', the North Wakashan cognate of √win
(684)	Nuxalk	cited form	χawis	'galvanized, tin, metal'
(684)	Oowekyala	cited form	χawicm	'tin', the Oowekyala cognate of χawis
(685)	Nuxalk	cited form	χayuɬ	'west wind'
(685)	Oowekyala	cited form	χa‟iuɬ	the Oowekyala cognate of χayuɬ
(685)	Oowekyala	root	√χa	the Oowekyala root of χa‟iuɬ
(686)	Nuxalk	cited form	χʷuta	'dipnet'
(686)	NW	root	√χut	'scoop up', the North Wakashan cognate of χʷuta
(687)	Nuxalk	cited form	χʷuc	'soak, soften'
(687)	Haisla	root	√χʷs	'become amorphous', the Haisla cognate of χʷuc
(688)	Nuxalk	cited form	χʷiita	'eat eulachon'
(688)	NW	root	√χʷit	'stir or mash with spoon', the North Wakashan cognate of χʷiita
(689)	Nuxalk	cited form	yatn	'rattle'
(689)	NW	cited form	yadn	the North Wakashan cognate of yatn
(689)	NW	root	√yat	the North Wakashan root of yadn
(690)	Nuxalk	cited form	yaw	'hi!, hello!'
(690)	Heiltsuk	cited form	yaú	the Heiltsuk cognate of yaw
(691)	Nuxalk	cited form	yut-lx	'get used to sth'
(691)	Haisla	root	√yut	'used to', the Haisla cognate of yut-lx
§2.3.4	Hank Nater	heading	Non-NW Cognates	the second table head of section 2.3.4
(692)	Nuxalk	cited form	ʔaw	'yes'
(692)	Chinook	cited form	aw	the Chinook cognate of ʔaw, from Na10:73
(693)	Nuxalk	cited form	xʷc	'take apart, spill'
(693)	Nootka	root	√xʷac	'crumbling', the Nootka cognate of xʷc, from Da02:458
(694)	Nuxalk	cited form	huyp	'dance-cry'
(694)	Nootka	cited form	hoˑy	'shout used to introduce mask dance', the cognate, from Da02:413
(695)	Nuxalk	cited form	kic‟	'twist, wring'
(695)	Athabascan	cited form	*√gǝʔc‟	the early Athabascan cognate of kic‟, from Na94:182 footnote 6
(696)	Nuxalk	cited form	kʷanat	'cry, weep'
(696)	Proto-Athabascan	cited form	*√kʷǝn	the Proto-Athabascan and Eyak cognate of kʷanat
(696)	Proto-Athabascan	cited form	(-)χ	the second piece of the Proto-Athabascan cognate, from Na94:181
(697)	Nuxalk	cited form	kʷmɬ	'firewood'
(697)	Carrier	cited form	kʷǝn	'fire', the Carrier form compared with kʷmɬ, from Na94:184
(698)	Nuxalk	cited form	mnɬkʷa	'head hair'
(698)	Quileute	cited form	boɬkʷ	the Quileute cognate of mnɬkʷa, from Na10:73
(699)	Nuxalk	cited form	nu-xim	'to growl'
(699)	Nuxalk	underlying	*x(ʷ)iwn	the earlier form of nu-xim
(699)	Nuxalk	underlying	*xʷǝn	the variant earlier form of nu-xim
(699)	Proto-Athabascan	cited form	*√ʁʷǝn	the Proto-Athabascan form compared with nu-xim, from Na94:181
(700)	Nuxalk	cited form	q‟aw	'pack, wrap, store, bury'
(700)	Eyak	cited form	q‟ǝw	'provisions', the Eyak cognate of q‟aw, from Na94:181
(701)	Nuxalk	root	√q‟m	'scorch, toast'
(701)	Proto-Athabascan	cited form	*√q‟aˑn	'burn', the Proto-Athabascan cognate of √q‟m, from Na94:182
(702)	Nuxalk	cited form	sχan	'lover, sweetheart'
(702)	Carrier	root	√ʔisɣan	the Carrier cognate of sχan, from Na74
(703)	Nuxalk	cited form	tas	'blunt arrow used to stun birds'
(703)	Carrier	cited form	tǝs	the Carrier cognate of tas
(703)	Tahltan	cited form	tas	the Tahltan cognate of tas, from Na94:184
(704)	Nuxalk	cited form	ƛ‟p	'pinch, snap, cut off'
(704)	Nootka	root	√ƛ‟ap	'cut with scissors', the Nootka cognate of ƛ‟p, from Da02:428
(705)	Nuxalk	cited form	ƛ‟ul-ay	'birch bark basket'
(705)	Proto-Athabascan	cited form	*√ƛ‟uˑl	'rope', the Proto-Athabascan cognate of ƛ‟ul-ay
(705)	Proto-Athabascan	cited affix	*-ay	'plant', the suffix of the cognate of ƛ‟ul-ay, from Na94:183
(706)	Nuxalk	root	√ƛ‟χ	'rattle, crackle, burst, sparkle'
(706)	Proto-Athabascan	cited form	*√ƛǝχd	'flare up', the Proto-Athabascan cognate of √ƛ‟χ
(706)	Eyak	root	√ƛeʔχ	'a fish flops', the Eyak cognate of √ƛ‟χ, from Na94:181
(707)	Nuxalk	root	√c‟i	'close one's eyes, wink'
(707)	Proto-Athabascan	cited form	*√č‟(ʷ)…ʔɬ	the Proto-Athabascan cognate of √c‟i, from Na94:183
(708)	Nuxalk	cited form	t‟nχʷ	'head'
(708)	Quileute	cited form	ʔoˑ-t‟iqʷ	the Quileute cognate of t‟nχʷ, from Na10:73
(708)	Nootka	root	√t‟uḥ	the Nootka cognate of t‟nχʷ, from Da02:451
(709)	Nuxalk	cited form	ʔut‟ak	'to vomit'
(709)	Eyak	root	√wǝt‟	the Eyak cognate of ʔut‟ak, from Na94:181
(710)	Nuxalk	cited form	χʷal-t	'to snore'
(710)	Proto-Athabascan	root	√ʁʷǝn	the Proto-Athabascan cognate of χʷal-t, from Na94:181
(711)	Nuxalk	root	√yamɬ	'music, singing'
(711)	Proto-Athabascan	root	√ɣǝn	'sing shamanistically', the cognate of √yamɬ, from Na94:182
§2.3.5	Hank Nater	heading	All non-ecology-related cognates	section 2.3.5
§3	Hank Nater	heading	Notes and conclusions	section 3
§3	Lillooet	cited form	cút-at	'say', first person plural subjunctive, the Lillooet sentence
§3	Nuxalk	cited form	kaᴗcut-iɬᴗc’akʷ	the Nuxalk rendering of the Lillooet sentence, with the U+2019 ejective
§3	Hank Nater	gloss	ᴗsay-	the second piece of the interlinear gloss, joined by the clitic mark
§3	Hank Nater	gloss	1pᴗdesiderative	the third piece of the interlinear gloss of kaᴗcut-iɬᴗc’akʷ
§3	Lillooet	cited form	ʔinwat-wít-asᴗkɬ	'say what', the second Lillooet sentence
§3	Hank Nater	gloss	3p-subjunctiveᴗremote	the interlinear gloss of ʔinwat-wít-asᴗkɬ
§3	Nuxalk	cited form	kaᴗʔinut-awᴗʔlᴗma	the Nuxalk rendering of the second Lillooet sentence
§3	Hank Nater	gloss	futureᴗsay	the first piece of the interlinear gloss of kaᴗʔinut-awᴗʔlᴗma
§3	Hank Nater	gloss	-3pᴗinterrogativeᴗpossibly	the rest of the interlinear gloss of kaᴗʔinut-awᴗʔlᴗma
§3	PS	cited form	*ə	the proto-Salish schwa Bella Coola eliminated, written U+0259 here
§3	Nuxalk	cited form	t’nχʷ	'head', where the schwa continues as n, with the U+2019 ejective
§3	Nuxalk	cited form	mnɬkʷa	'hair', where the schwa continues as n
§3	Nuxalk	cited form	mnc’ɬta	'pus', where the schwa continues as n
§3	Nuxalk	cited form	pɬt	'thick', an entirely voiceless word
§3	Nuxalk	cited form	q’psttχ	'taste it!', an entirely voiceless word
§3	Nuxalk	cited form	k’xɬɬcxʷᴗkʷᴗc’	the first half of the entirely voiceless sentence
§3	Nuxalk	cited form	sɬχʷtɬɬc	the second half of the entirely voiceless sentence
§3	Oowekyala	cited form	ƛxχspsƛkts	'the-invisible-one-here-with-me will be a nice thwart', from LR80 page 31
§3	Nuxalk	cited form	k’ʷa(y)-lx	'scorched', of the second phonemically similar root set
§3	Nuxalk	cited form	k’ʷwa	'bake food around a fire', of the second root set
§3	Nuxalk	notation	√	the root mark printed apart from q’ʷay
§3	Nuxalk	cited form	q’ʷay	'charred', of the second root set
§3	Nuxalk	cited form	q’ʷal-m-uuɬ	'roast potatoes under sand', of the second root set
§3	Nuxalk	cited form	k’ixʷ	'gnaw', of the first phonemically similar root set
§3	Nuxalk	underlying	χ	the piece the extraction leaves of the earlier form of sk’x
§3	Nuxalk	underlying	χ:q’	the piece the extraction leaves of the Squamish form compared with sk’x
§3	Nuxalk	underlying	*k’ʷ	the piece the extraction leaves of the earlier form of k’x
§3	Nuxalk	underlying	xʷ	the last piece the extraction leaves of the earlier form of k’x
§3	Nuxalk	root	√k’ʷxʷ	'observant', item 205, compared with k’x
§4	Hank Nater	heading	Bella Coola vocabulary with unknown origin	section 4
§4	Nuxalk	notation	/ƛ‟/	what TL‟ stands for in the practical orthography
§4	Nuxalk	notation	/ɬ/	what LH stands for in the practical orthography
§4	Nuxalk	notation	/ʔ/	what 7 stands for in the practical orthography
§4	Nuxalk	notation	/χ/	what X stands for in the practical orthography
§4	Nuxalk	notation	/kʷ/	what KW stands for in the practical orthography
§2.2.5	Nuxalk	cited form	*χʷus	'foamy', the allomorph of the fossilized root, in the soapberry discussion
§2.2.5	NW	root	√n	the first piece of the soapberry root, whose schwa the extraction lost
§2.2.5	NW	root	qʷ/n	the second piece of the soapberry root, whose schwa the extraction lost
§2.2.5	NW	root	χʷ	the last piece of the soapberry root, whose schwa the extraction lost
(712)	Nuxalk	cited form	ʔak‟ʷa	'black diver'
(713)	Nuxalk	cited form	ʔalatk	'miss, make mistake'
(714)	Nuxalk	cited form	ʔalacixʷᴗiks	'how, why, what kind?'
(715)	Nuxalk	practical orthography	√ALATS'	'report, tell', as the practical orthography writes it
(715)	Nuxalk	practical orthography	√AALATS'	'report, tell', the variant in practical orthography
(715)	Nuxalk	root	√ʔalac‟	'report, tell'
(715)	Nuxalk	root	√ʔaalac‟	'report, tell', the variant
(716)	Nuxalk	practical orthography	ALH7ALHTSIM	'talk, speak, tell', as the practical orthography writes it
(716)	Nuxalk	cited form	ʔaɬ:ʔaɬcim	'talk, speak, tell'
(717)	Nuxalk	cited form	ʔaɬi	'be located, stay'
(718)	Nuxalk	practical orthography	ALH7IKW	'barbecue', as the practical orthography writes it
(718)	Nuxalk	cited form	ʔaɬ-ʔikʷ	'barbecue'
(719)	Nuxalk	practical orthography	ALH7ILHP‟	'restrain, hold back', as the practical orthography writes it
(719)	Nuxalk	cited form	ʔaɬ-ʔiɬp‟	'restrain, hold back'
(720)	Nuxalk	cited form	ʔaɬ-kʷilm	'wild, shy'
(721)	Nuxalk	cited form	ʔaɬ-lχʷ	'look at sth, read'
(722)	Nuxalk	cited form	ʔaɬmuɬ	'beads'
(723)	Nuxalk	practical orthography	√ALH(7)N	'have accepted', as the practical orthography writes it
(723)	Nuxalk	root	√ʔaɬ(ʔ)n	'have accepted'
(724)	Nuxalk	cited form	ʔaɬps	'eat'
(725)	Nuxalk	cited form	ʔaɬ-q‟ʷalayx-lx	'mature, with status'
(726)	Nuxalk	cited form	ʔaɬ-cχʷm	'reprimand sb'
(727)	Nuxalk	cited form	ʔaɬ-cχʷm-aɬ	'walk in slush'
(728)	Nuxalk	cited form	ʔalm-k	'pole a canoe up the river'
(729)	Nuxalk	cited form	la:lam	'pole canoe upriver'
(730)	Nuxalk	practical orthography	√ALUUQ	'be last, go behind', as the practical orthography writes it
(730)	Nuxalk	cited form	ʔaluuχ	'be last, go behind'
(730)	Nuxalk	root	√ʔaluuq	'be last, go behind', the root
(731)	Nuxalk	practical orthography	AMA7ITSK	'maybe', as the practical orthography writes it
(731)	Nuxalk	cited form	ʔamaʔick	'maybe'
(732)	Nuxalk	practical orthography	AM7AMITKALH	'barefoot', as the practical orthography writes it
(732)	Nuxalk	cited form	ʔam:ʔamitk-aɬ	'barefoot'
(733)	Nuxalk	cited form	ʔamɬ	'summer; spring salmon'
(734)	Nuxalk	cited form	s-amɬ	'sockeye salmon'
(735)	Nuxalk	cited form	ʔanalas	'funnel'
(736)	Nuxalk	cited form	ʔanis	'deny'
(737)	Nuxalk	cited form	ʔanumaaχm	'groan under load'
(738)	Nuxalk	practical orthography	√ANUQUM	'limit, restrain', as the practical orthography writes it
(738)	Nuxalk	root	√ʔanuqʷum	'limit, restrain'
(739)	Nuxalk	cited form	ʔanuq‟m	'dare, threaten'
(740)	Nuxalk	cited form	ʔanusq‟χ	'copy'
(741)	Nuxalk	cited form	ʔapsu	'blow'
(742)	Nuxalk	cited form	ʔapsuɬ	'population, village'
(743)	Nuxalk	cited form	ʔaqs	'halibut hook'
(744)	Nuxalk	practical orthography	√AQW‟	'snarl, tangle', as the practical orthography writes it
(744)	Nuxalk	root	√ʔaq‟ʷ	'snarl, tangle'
(745)	Nuxalk	cited form	ʔaq‟ʷan	'steep bank, cliff wall'
(746)	Nuxalk	cited form	ʔasim	'pack a baby'
(747)	Nuxalk	practical orthography	√ASTIP	'hold, clasp', as the practical orthography writes it
(747)	Nuxalk	root	√ʔastip	'hold, clasp'
(748)	Nuxalk	cited form	ʔascm	'fresh fish'
(749)	Nuxalk	cited form	ʔasya	'butcher, cut up fish'
(750)	Nuxalk	cited form	ʔaci	'boat, canoe'
(751)	Nuxalk	practical orthography	√ATS‟AAXLH	'south', as the practical orthography writes it
(751)	Nuxalk	root	√ac‟aaχɬ	'south'
(752)	Nuxalk	cited form	ʔac‟i	'fish with a rod'
(753)	Nuxalk	cited form	ʔac‟-ta	'paddle'
(754)	Nuxalk	cited form	ʔat‟	'smear on, paint'
(755)	Nuxalk	cited form	ʔaχ:χa	'yuck!'
(756)	Nuxalk	cited form	ʔayk‟	'ancient, long time'
(757)	Nuxalk	practical orthography	CA7M	'gather gooseberries', as the practical orthography writes it
(757)	Nuxalk	cited form	xaʔm	'gather gooseberries'
(758)	Nuxalk	cited form	xap‟	'evacuate, escape'
(759)	Nuxalk	practical orthography	√CIP	'lessen, diminish', as the practical orthography writes it
(759)	Nuxalk	root	√xip	'lessen, diminish'
(760)	Nuxalk	cited form	xm	'break, snap'
(761)	Nuxalk	cited form	xnas	'woman, wife'
(762)	Nuxalk	cited form	s-xnc	'transsexual, hermaphrodite'
(763)	Nuxalk	practical orthography	√CS	'all, whole, entire', as the practical orthography writes it
(763)	Nuxalk	root	√xs	'all, whole, entire'
(764)	Nuxalk	cited form	nu-xs	'quiet, silent'
(765)	Nuxalk	cited form	xʷilm	'to itch'
(766)	Nuxalk	practical orthography	√CWIN	'have seen, be aware', as the practical orthography writes it
(766)	Nuxalk	root	√xʷin	'have seen, be aware'
(767)	Nuxalk	cited form	xʷiq‟	'cow parsnip, Indian rhubarb'
(768)	Nuxalk	cited form	xʷl	'pull, grab'
(769)	Nuxalk	cited form	xʷm	'warm'
(770)	Nuxalk	cited form	xʷt‟	'fall in, collapse'
(771)	Nuxalk	practical orthography	HA7U	'tent caterpillar', as the practical orthography writes it
(771)	Nuxalk	cited form	haʔu	'tent caterpillar'
(772)	Nuxalk	cited form	(h)uuqʷat	'term used to pacify a baby'
(773)	Nuxalk	cited form	ʔixaas-nix	'search, look for'
(774)	Nuxalk	cited form	ʔixɬ	'having arranged a date with a woman'
(775)	Nuxalk	practical orthography	I(7)IPTS	'dream', as the practical orthography writes it
(775)	Nuxalk	cited form	ʔi(ʔ)ipc	'dream'
(776)	Nuxalk	cited form	ʔiiχ-ɬp	'yellow cedar'
(777)	Nuxalk	practical orthography	√IIQM	'stink', as the practical orthography writes it
(777)	Nuxalk	cited form	ʔiiχm	'stink'
(777)	Nuxalk	root	√ʔiiqm	'stink', the root
(778)	Nuxalk	cited form	ʔiiχʷs-ila	'miss a meal'
(779)	Nuxalk	cited form	ʔikʷ	'cedar bark absorbent material'
(780)	Nuxalk	cited form	ʔiɬcay	'pick berries'
(781)	Nuxalk	cited form	ʔiɬul	'be away for one day'
(782)	Nuxalk	cited form	ʔim	'have sexual intercourse'
(783)	Nuxalk	practical orthography	√IM	'connect, tie up, wind string', as the practical orthography writes it
(783)	Nuxalk	root	√ʔim	'connect, tie up, wind string'
(784)	Nuxalk	practical orthography	√IMLAAKW	'man, male', as the practical orthography writes it
(784)	Nuxalk	cited form	ʔim-lk	'man, male'
(784)	Nuxalk	root	√ʔim-laakʷ	'man, male', the root
(785)	Nuxalk	practical orthography	√IN(A)	'bestow, present', as the practical orthography writes it
(785)	Nuxalk	practical orthography	√IIN	'bestow, present', the variant in practical orthography
(785)	Nuxalk	cited form	ʔina	'bestow, present'
(785)	Nuxalk	root	√ʔin(a)	'bestow, present', the root
(785)	Nuxalk	root	√ʔiin	'bestow, present', the variant root
(786)	Nuxalk	practical orthography	IN(7)IQW‟I	'brave, hero', as the practical orthography writes it
(786)	Nuxalk	cited form	ʔin-(ʔ)iq‟ʷi	'brave, hero'
(787)	Nuxalk	practical orthography	√IP	'narrow, thin', as the practical orthography writes it
(787)	Nuxalk	root	√ʔip	'narrow, thin'
(788)	Nuxalk	cited form	ʔipa-cut	'store food'
(789)	Nuxalk	cited form	ʔipc	'moss'
(790)	Nuxalk	cited form	ʔipu	'hide'
(791)	Nuxalk	practical orthography	√IQ‟	'touch, disturb, move', as the practical orthography writes it
(791)	Nuxalk	root	√ʔiq‟	'touch, disturb, move'
